level,group,target,week,mean,p05,p25,p50,p75,p95
national,Nigeria,hospitalizations,13,27335.545453277387,8527.526101061956,11319.72879972171,18074.55466369589,37936.71629680524,67624.43738458327
national,Nigeria,deaths,13,1845.281991606312,488.2770168354845,877.3759695721802,1418.1876230120756,2337.774520670344,4467.13516697161
national,Nigeria,cases,14,3386452.7004254777,839879.0189738666,1177417.39627502,2257129.0387590695,4696785.716432879,9072178.797823472
national,Nigeria,hospitalizations,14,46518.34849175045,14056.643298123941,19005.769290091546,30390.04148777613,62628.14557599381,123200.60523713753
national,Nigeria,deaths,14,3334.0673450656423,821.6118791963245,1509.5631467257806,2472.227923625111,4092.9765685478924,8319.73943074719
national,Nigeria,cases,15,4551359.846939907,1079072.9409616364,1528484.8315506415,3016821.04951031,6501858.28066262,12220671.683479827
national,Nigeria,hospitalizations,15,63312.493099208055,15566.607984577939,22284.476690526317,41652.91596501235,89417.74978849493,169508.4446670043
national,Nigeria,deaths,15,4816.706300936106,1359.1013122554004,2275.8217013315407,3540.6851451157936,5756.821595657775,12197.559923762552
national,Nigeria,cases,16,5248929.396717081,1532413.2260974129,2006150.2175653586,3400878.909417643,7437079.510228571,13155332.313256562
national,Nigeria,hospitalizations,16,75613.18765886113,22476.587717808434,29997.221872583843,48422.11135817468,98327.13533524466,208192.94774057742
national,Nigeria,deaths,16,5818.693358252421,1687.2597403639766,2705.9067151703102,4303.743352593674,6773.626497200231,15068.529637758576
national,Nigeria,cases,17,5022534.883776861,1253911.7017473828,1802905.2466393528,3284963.1535373423,7065419.516711701,13658647.837226955
national,Nigeria,hospitalizations,17,73981.99598220972,19973.888183215757,28228.751575633378,47736.187138377325,100460.28197258069,197183.33222369582
national,Nigeria,deaths,17,6001.142201611054,1866.426930868683,2860.3886741135448,4529.063687932947,6692.6432349915085,14840.869339317742
national,Nigeria,cases,18,4501866.765125653,1090260.2251336197,1478328.4338661374,2806284.219116304,6405497.228359016,11801240.664282503
national,Nigeria,hospitalizations,18,62049.130437950385,13320.047695976747,19680.13788095398,40562.767774406166,86393.30272034826,175894.7165047105
national,Nigeria,deaths,18,5821.566967967886,1385.050974205433,2457.48179933654,4164.935919093585,7070.776369063695,15284.666394222886
national,Nigeria,cases,19,3243933.305516678,1001767.4670084448,1324707.8475009077,2101111.6876887763,4519028.575834611,8274803.4972578455
national,Nigeria,hospitalizations,19,43351.064752807346,11693.431797754385,16193.101246776061,29140.078319292905,57330.14540537995,115709.94666994414
national,Nigeria,deaths,19,4473.88160746191,1366.7971560583705,2127.044270696255,3371.7534436300566,5584.8771676192955,11028.27047146147
national,Nigeria,cases,20,2202543.577955183,592320.098861939,811071.4730736675,1348003.7983235102,3032301.004863965,6066030.849040652
national,Nigeria,hospitalizations,20,25229.399143617877,8703.563505361028,11426.47395497256,16916.73317898626,34037.983217392146,61860.161714732196
national,Nigeria,deaths,20,3223.7580476958237,906.1336582572385,1479.7471336578835,2361.9949372732285,3902.093919825574,8257.483717083043
national,Nigeria,cases,21,1070743.806262882,346866.0655619069,443599.0356915493,679245.0637510223,1470581.7070647234,2730085.2593106213
national,Nigeria,hospitalizations,21,8871.590980784986,2254.946739038656,3205.1184471151896,5723.205057202111,12029.505417183394,24116.91580311389
national,Nigeria,deaths,21,1872.8769962334125,499.4459794004751,876.2857637208426,1391.7439789344864,2344.8660156372894,4886.850551165686
national,Nigeria,cases,22,413353.94645440404,121393.24442421041,164571.04703928644,265794.45217448316,566296.6776481434,1097263.375429506
national,Nigeria,hospitalizations,22,3741.9245517705344,1099.6200091135324,1464.9648288498831,2342.144698093077,5144.87514161053,10211.64601260336
national,Nigeria,deaths,22,813.2670121040563,225.53177375978967,366.85288563603734,604.5050288054113,983.3373546647415,2023.9229999057443
national,Nigeria,cases,23,286913.9330473252,65119.45301840539,91423.7024894494,181978.62119177007,392087.3837215642,789015.3205007622
national,Nigeria,hospitalizations,23,3546.189124907379,921.5285626699396,1279.910298115899,2312.975220564613,4865.071106358292,9593.714579145397
national,Nigeria,deaths,23,400.6827879215577,122.36330086552348,182.70138682140214,295.6434306713701,499.59775240212485,967.4313024791677
national,Nigeria,cases,24,412621.3429738115,138377.06603621063,177078.72169566268,259930.13301441254,554780.0703510045,1056184.098288386
national,Nigeria,hospitalizations,24,5465.135079272495,1223.7938474657306,1916.6182038391325,3696.0094252797808,7279.034611501981,15018.084179230409
national,Nigeria,deaths,24,472.52390538301506,111.26852459274886,194.62897592920424,350.41279974359236,580.8099973475164,1280.4151162332585
national,Nigeria,cases,25,659008.5438339091,178112.02874339308,240832.09597869153,417725.518973675,904680.3562526494,1740096.9601666632
national,Nigeria,hospitalizations,25,9188.968371896251,2041.7936858924231,3148.2922650051705,6186.622971734437,13212.19370088698,24482.971287527307
national,Nigeria,deaths,25,801.6133380797862,235.47197940418675,367.5233818970286,588.8823460566726,929.965680957931,2147.0968474073097
national,Nigeria,cases,26,942033.7326384196,192192.1490695644,286296.5594568206,641717.3242126408,1361126.043531489,2542666.9889368415
national,Nigeria,hospitalizations,26,15335.068834839649,4954.922494235084,6366.416829741409,9533.860993470937,20578.60909813995,41669.643624512064
national,Nigeria,deaths,26,1230.6488262559112,343.2959493439328,595.2425845145187,923.0655006364345,1475.9612792291812,2962.178475567537
national,Nigeria,cases,27,1334051.4524790563,339037.59435196535,470640.95486317767,871532.8431860828,1856584.2217032297,3516484.963601422
national,Nigeria,hospitalizations,27,18678.52969529552,5813.042998695832,7897.250832316315,12808.812727593559,24651.12873116612,48442.20531363309
national,Nigeria,deaths,27,1725.3979381392635,470.1884687076413,780.9989157172614,1279.4342536464762,2089.394233096664,4439.675417088551
national,Nigeria,cases,28,1620030.7735493593,495530.43471132393,649726.7900876647,1035685.1051272741,2195061.7828696794,4468527.321546701
national,Nigeria,hospitalizations,28,22107.948504987067,5399.369623888184,8042.875879415575,14880.778347844505,29583.163325351525,58982.60776110526
national,Nigeria,deaths,28,2075.2498431707227,560.9606593573775,923.8654519037643,1560.9413675263902,2476.3798629440425,5425.983420575858
national,Nigeria,cases,29,1661695.1549956566,522078.17717596085,676804.8299439488,1061892.0270230453,2315434.9035641123,4282142.165464665
national,Nigeria,hospitalizations,29,22113.91880809141,5009.495566907593,7703.462059079897,14908.138758584104,31103.1727534309,59315.68824667391
national,Nigeria,deaths,29,2220.452195782382,566.4106458400381,1004.1716218311983,1662.741633336294,2842.7864383493834,5483.359105536222
national,Nigeria,cases,30,1384236.3328432136,250452.39250171403,422570.6452277308,944010.5882280032,1948995.8271988966,3855043.759542138
national,Nigeria,hospitalizations,30,20093.451282243317,5604.206728270233,7717.7558334745645,12949.641869895182,28325.957848068312,52160.09827628532
national,Nigeria,deaths,30,2004.0620968045366,571.8078871781282,949.0620738175008,1537.1614191822548,2543.1044192488807,4760.914552988539
national,Nigeria,cases,31,1096772.943969327,272487.6797120369,374122.04669207416,729468.0251616265,1589697.3847471552,2955525.4599067727
national,Nigeria,hospitalizations,31,15215.604952451291,4162.923287857574,5831.140768399685,9879.163674665646,20809.9786602303,39916.5756813349
national,Nigeria,deaths,31,1596.7825233858218,415.72447837769926,714.1299195994595,1234.709397806057,1861.3504816702448,3858.977821663723
national,Nigeria,cases,32,778915.0947364764,190456.69975958954,263926.983657085,507184.08205326553,1069237.892544473,2064642.1400185046
national,Nigeria,hospitalizations,32,10536.000100653613,2289.608801800524,3645.0197562611665,6849.53468894174,14443.421208621889,29000.94120350519
national,Nigeria,deaths,32,1131.0641487154473,332.3729463865907,549.464025035577,874.6846981768538,1369.7946548847694,2858.803553369201
national,Nigeria,cases,33,495968.9932646835,101327.36972599883,153227.42681605712,337778.67950732226,708038.8902405743,1348702.501278817
national,Nigeria,hospitalizations,33,7007.046009589348,1949.8500593321003,2685.4085162680535,4623.6016912683735,9446.965728415938,18630.97119357468
national,Nigeria,deaths,33,793.125691748399,199.83009626486282,360.37615212234897,582.6562775106797,949.527485554888,2095.6841592595897
national,Nigeria,cases,34,370854.4106975712,97590.1505207635,131428.70581732015,237585.99624983556,501841.90937027946,985203.5834545261
national,Nigeria,hospitalizations,34,5205.959123570074,1420.6371609947146,1989.0650190590713,3315.8759290046037,7262.714014167763,13451.9051531667
national,Nigeria,deaths,34,513.5375054780545,136.5526498270539,242.65339784395633,398.36911161112675,612.9016565752678,1369.0041884749292
national,Nigeria,cases,35,297453.6711044716,91338.34808746561,117041.54218967773,185116.36394945782,405357.2204599179,793115.1219228989
national,Nigeria,hospitalizations,35,4067.7700137531942,1210.3071214949655,1580.227833445915,2626.4106064651346,5612.743739750442,10402.35946472735
national,Nigeria,deaths,35,413.04615189803485,95.76760269044159,178.8147239541142,302.00823853179384,494.5505649592147,1075.9697998948097
national,Nigeria,cases,36,223840.67601077657,44983.12127371166,68815.56032534076,154550.26905464617,318925.84138134297,591427.6479991641
national,Nigeria,hospitalizations,36,3381.4088634492223,971.718119921088,1319.0306165689767,2208.6836591320057,4553.168746838928,8833.375741390506
national,Nigeria,deaths,36,331.92612266157727,85.14429142753008,147.63134288487862,246.6333131258838,403.3041563734779,805.6071776465852
national,Nigeria,cases,37,200411.2292926609,55965.52268905746,76481.76980987274,132034.08812207502,283363.39229889115,536497.2655553687
national,Nigeria,hospitalizations,37,2949.721578888314,809.4869358591732,1146.4290586004404,1888.92973602029,3959.27322011546,7674.361127735423
national,Nigeria,deaths,37,288.4352142955778,67.09905942251721,117.56541841319685,208.31896112998103,343.0194829734279,849.8614474098099
national,Nigeria,cases,38,184712.50911021608,52734.54164707283,70235.40101687596,118818.83284995788,247569.5279412164,500206.45158725936
national,Nigeria,hospitalizations,38,2601.3997095527334,681.3185816701272,936.3700976124605,1697.8747182916632,3606.6703411387102,7010.17011864159
national,Nigeria,deaths,38,244.44183201288456,51.68226466288515,97.14834180144581,185.7135875358474,305.43240185250727,619.7210496279321
national,Nigeria,cases,39,180299.15102962308,51482.13324688357,68468.18366367498,120594.9944865561,245151.4598489034,472307.7218412705
national,Nigeria,hospitalizations,39,2546.674713730497,632.8441603916369,919.6123880776381,1658.01973413527,3594.8816132885395,6849.317486632334
national,Nigeria,deaths,39,263.4701044999906,53.42937106901067,100.22156399178164,181.54577252713773,333.35911834963275,753.4016883609866
national,Nigeria,cases,40,188302.03952668686,37631.3093970028,58655.61918030579,127733.01309786667,270126.24508513545,534045.7394584296
national,Nigeria,hospitalizations,40,2577.614523562784,677.9409963227802,938.4994328246661,1692.2369574020797,3506.538987119569,7151.494223553127
national,Nigeria,deaths,40,271.425393538952,53.5144422523221,103.53918787795527,185.6275106841872,329.1989594321279,741.4079387350238
national,Nigeria,cases,41,193141.76324725457,48171.14472557967,68542.05086091041,124484.83608592977,271953.45114073384,504083.021771595
national,Nigeria,hospitalizations,41,2550.1489669614753,605.476910062321,914.2382292558366,1597.3428918360175,3502.462587940704,6717.608741281332
national,Nigeria,deaths,41,247.00541333264357,52.3593880251875,91.55474705937216,175.45356378098737,309.9971962260946,695.1338075606084
national,Nigeria,cases,42,164115.1135512561,48271.18740564186,64484.20101733447,103731.6880414122,227137.55897528635,429887.2382061358
national,Nigeria,hospitalizations,42,1987.046682499755,409.6842033037843,662.6133805561745,1333.7258605234024,2732.6808560553027,5488.741490405311
national,Nigeria,deaths,42,201.66814624041405,49.91334759378598,80.53382327622394,145.20451678388036,253.6820896735867,535.3157567358415
national,Nigeria,cases,43,125555.93772445015,37705.941058510856,47845.501616215195,76336.42271647975,173031.90090811742,334351.1281466694
national,Nigeria,hospitalizations,43,1531.2018080742566,376.0143517799384,552.3108064322569,992.3373222173223,2119.062780794037,4151.34598052128
national,Nigeria,deaths,43,160.4891903575154,29.50968466413548,49.32093955191258,106.48742158774577,201.71538731112156,470.7782098922847
national,Nigeria,cases,44,83178.48759265892,20469.80190610844,27873.944619008846,53892.38212058894,115074.57504272538,237674.7776543193
national,Nigeria,hospitalizations,44,1049.4240441098102,239.30298411048062,360.6048021148116,711.2199905397123,1456.732266256819,2879.7364692705532
national,Nigeria,deaths,44,110.36907634352535,32.19967836963831,41.22499285115285,75.05083369314733,127.43783399633126,324.4438817171622
national,Nigeria,cases,45,58632.10271897609,16131.759757454145,22045.892453178232,38384.15753600486,83943.31507933872,144554.146660804
national,Nigeria,hospitalizations,45,833.5464462664876,264.3199247967134,339.4301837822331,515.4194170316892,1152.4703506177498,2301.1998212530607
national,Nigeria,deaths,45,86.96773162390257,21.326577246904765,24.19445521862471,53.203952779978685,108.17101976832242,282.170574403902
national,Nigeria,cases,46,40953.330108089154,9384.262991384727,13588.941904675889,28106.657557167186,58284.83852865433,111776.85689479689
national,Nigeria,hospitalizations,46,590.1883896358294,147.0544088388499,201.57570990239307,382.9270815614923,804.5473989444923,1581.1679155550644
national,Nigeria,deaths,46,74.47755208045925,17.453779164064393,18.83354763269066,37.78134768062587,87.90603883206853,241.79603966086498
national,Nigeria,cases,47,33825.851753677256,11333.13743942832,14431.611039505344,21549.80898134239,46637.55331201097,87695.13557590077
national,Nigeria,hospitalizations,47,451.3365884146684,105.06995503931886,146.38402078627365,297.415107396885,599.33684795629,1294.1415050435357
national,Nigeria,deaths,47,52.57021463934933,12.315311661769256,12.44310279034947,27.587264424885266,66.05710083509925,164.30726640365316
national,Nigeria,cases,48,28479.736519580358,8547.627192655262,11241.866487795374,17490.2575339531,39385.50051459548,75830.3942082768
national,Nigeria,hospitalizations,48,406.35616623983356,102.92959457101392,134.13031661505423,244.40092520447809,561.5713740265505,1069.6953435190837
national,Nigeria,deaths,48,44.11743654906562,9.946795988820032,10.877061273516382,21.026647939214893,57.78156995517153,144.36609197212607
national,Nigeria,cases,49,22902.72383799981,6008.819341267549,8357.641619908205,15097.924314376745,32948.32000413703,58934.33575565069
national,Nigeria,hospitalizations,49,358.7096156834435,105.939608107249,124.99061590840921,215.15149140513802,490.7674934800362,1015.8397133230897
national,Nigeria,deaths,49,39.58350482088368,8.945271907484507,9.066888904276297,15.054394149555018,46.167971906738046,145.79879134752355
national,Nigeria,cases,50,20859.413642684944,5336.424218764761,7322.16093868741,13738.984346089808,29082.62982385917,54594.38258267925
national,Nigeria,hospitalizations,50,327.4840630970632,88.93994004121942,108.5103071170539,200.46680806771622,445.50277159868534,928.4906838732805
national,Nigeria,deaths,50,34.894071313833436,8.653031340414179,8.77086264435287,14.720873797509554,41.01613940223622,125.32089495252742
national,Nigeria,cases,51,21078.265276457958,6339.853370799588,8100.881948223032,13052.403080186548,28683.44248872488,55035.56695175242
national,Nigeria,hospitalizations,51,313.7676117931342,83.5028878308841,98.56633876864151,194.66256555081964,444.903814914758,857.6211750929693
national,Nigeria,deaths,51,36.24828531118742,7.584013071902314,7.584013071902314,11.687689491500501,39.74177046498977,142.01545332216128
national,Nigeria,cases,52,19993.656008956263,6472.445891125692,8206.221890165156,12803.753873709642,27340.5403345531,49782.18052436164
national,Nigeria,hospitalizations,52,322.39115446204227,85.20725801543708,102.82000383818374,192.79014539308963,464.77800147687,904.541617826305
national,Nigeria,deaths,52,37.53486728762665,7.315150821129175,7.4002896036805055,12.490398975255447,42.7465194652024,137.83491588656776
state,Kano,cases,1,1974.076198486101,468.7227694108852,684.8700707125297,1257.9782723299013,2755.7715313307635,5348.298788825989
state,Kano,hospitalizations,1,54.145538067091806,14.544538915438155,20.452035593021762,34.667498145100446,73.28400778778717,151.55863426393321
state,Kano,deaths,1,3.585688649494926,0.9507703124569662,1.1667116969660367,2.335314833798228,4.146680098070177,10.670847197703026
state,Kano,cases,2,4703.754671367094,1403.1920270451571,1871.6021798532943,2989.206053290034,6357.047367041221,12236.036290836992
state,Kano,hospitalizations,2,37.34184149889359,12.286520414038314,15.709432365742824,24.927088388362915,49.75116622317961,97.61213229549635
state,Kano,deaths,2,6.877790304131246,1.6708146638561017,2.8041403351653833,4.799365009258278,8.392848008701701,17.357459496587648
state,Kano,cases,3,3033.6337470809917,757.690846534787,1066.6729805614564,2007.458236690595,4222.534506860002,7977.868363150953
state,Kano,hospitalizations,3,67.97828010489003,17.149299507431426,26.04880801232528,46.20515950157545,91.59353800190497,179.34511552196437
state,Kano,deaths,3,5.957072981779425,1.4875077549475382,2.441290286963992,4.374841290638988,7.134035546745386,16.21764064522268
state,Kano,cases,4,3691.932244367275,975.4782840463499,1364.5069940490444,2445.474034132643,5268.546835350646,9572.329989332411
state,Kano,hospitalizations,4,47.130415899560724,12.859062712017884,18.04923329171548,29.52173844393653,60.24470417813872,137.04266799524248
state,Kano,deaths,4,6.7373188036172635,1.865785679930207,2.831874507545443,4.747999360162,8.295030818529122,17.70310683547608
state,Kano,cases,5,3222.570442639521,880.5598341933261,1180.5806310456085,2020.7681881409324,4424.492567497142,8632.432199034536
state,Kano,hospitalizations,5,62.23453833740023,18.34064853497392,25.05931113641754,42.098865686750024,88.1948696481054,163.27676591519702
state,Kano,deaths,5,3.7733983433427767,0.9776778896693681,1.3905025250951906,2.8440693113084223,4.767394610046479,9.838935393856726
state,Kano,cases,6,2835.3162197348083,794.2460065019345,1071.7508330825444,1830.6492046801459,3853.8569587414804,7154.10622964903
state,Kano,hospitalizations,6,42.60462087268033,10.74322610394957,15.703281183704753,28.198850139864472,56.29123680128824,118.77795571254273
state,Kano,deaths,6,4.347101951882247,1.0556661518987926,1.5050714373419165,2.967794341167838,5.295781343157061,12.726992084492723
state,Kano,cases,7,3303.766362478669,1029.7276841920923,1371.6833075454679,2122.1777888540237,4613.213806147152,8000.356379006344
state,Kano,hospitalizations,7,50.33649839232614,13.708925660247283,19.313059433322078,32.10950294126467,70.85365660604782,130.27016234424056
state,Kano,deaths,7,3.3123876000274293,0.8133615509643162,1.0121719553332205,2.151235093493121,3.7385066857201568,10.121059751813213
state,Kano,cases,8,3545.1831463073922,934.577948416248,1290.373428286512,2239.905616708156,4698.982408627182,10648.60857669622
state,Kano,hospitalizations,8,65.06398228560158,18.997485453256537,25.139638006396567,42.93736095008828,90.17586565209781,174.90877081721217
state,Kano,deaths,8,6.2205713166616405,1.7293145804751968,2.5530749413381346,4.378860453702539,7.655797822519723,17.090241876973266
state,Kano,cases,9,4473.975580841778,1212.4563428981096,1609.8801982569016,2883.4509533284895,6346.078398879785,12076.934335900301
state,Kano,hospitalizations,9,97.9476737794489,26.903883366971517,37.95848678899513,62.94773007083993,129.00544914574695,255.03509520452093
state,Kano,deaths,9,8.527859563346693,1.807276706064978,3.463762277806026,6.201632995910439,10.577489107575044,24.14974535384815
state,Kano,cases,10,5910.028560382275,1594.9723288026678,2149.2577168897105,3861.9038789077126,8408.439662644785,15598.642763866037
state,Kano,hospitalizations,10,103.96006636440053,25.416887297034677,37.00204767793359,69.7241516613812,141.13804304772094,276.75266429442496
state,Kano,deaths,10,6.571153885617399,1.4325488092195586,2.811752030909229,4.997371016289127,8.66670254960295,17.17206773168441
state,Kano,cases,11,11568.674288187656,2999.274118867029,4150.065707637043,7545.450750142967,15686.502512096255,30673.40291477804
state,Kano,hospitalizations,11,160.46739543343432,42.13945682206557,58.73773967337526,107.55136253982835,216.12564745100158,437.29153012863304
state,Kano,deaths,11,14.777691108186929,3.7334263128318574,6.951220155647144,11.276120087918837,18.879839940749115,34.88388866632595
state,Kano,cases,12,12661.052448372333,3388.5861301188374,4629.862676503261,8115.231221353752,18047.051193905918,32839.34809314429
state,Kano,hospitalizations,12,290.1637561346231,78.1329246435055,111.26573167833484,192.97326217149512,387.68023605372,754.9346730803177
state,Kano,deaths,12,14.5511295343705,3.2239021327612267,6.15659368222159,10.729902437072836,17.788969328914966,39.906768705190494
state,Kano,cases,13,20214.310178887932,6248.413519117674,8098.051443168664,12595.436044778557,27352.948454855075,53185.038909274896
state,Kano,hospitalizations,13,516.9410927575365,161.05727090618544,213.89110477185358,341.705374008121,717.5355916497169,1279.2842514281917
state,Kano,deaths,13,27.37593691680717,6.918062543288163,12.785058167233643,20.93829091642201,34.80190861404841,66.90397750592348
state,Kano,cases,14,34497.80600332263,8555.38208320017,11993.948866889426,22993.173960917073,47846.41430214858,92419.36460056799
state,Kano,hospitalizations,14,960.7676189312632,290.154726493028,392.39666593268146,627.5796195469723,1293.573229567473,2544.9145295135195
state,Kano,deaths,14,44.384113430006614,10.559395871906482,19.821206981946474,32.781455398886315,54.6014134607927,111.50584998753507
state,Kano,cases,15,56086.77773530902,13297.08859917635,18835.281615219,37176.347840735594,80123.1617955699,150597.24828674784
state,Kano,hospitalizations,15,1600.7698618096435,393.5317915338096,563.3907612327603,1053.1150002503855,2260.8321820277515,4285.89749812879
state,Kano,deaths,15,77.65414094615771,21.62377403223875,36.47919659444497,56.9762654551462,92.88868086622594,197.26062526360008
state,Kano,cases,16,137714.05658076418,40205.29084731881,52634.54103745401,89227.4864282617,195123.6861943031,345151.22472162935
state,Kano,hospitalizations,16,3177.2086662943493,944.83875874544,1260.794943210195,2034.8596911085617,4131.464929033214,8747.137248191013
state,Kano,deaths,16,170.4916352086063,49.497200640238624,79.3296089858103,126.12434378212335,198.4581005772643,441.38518306641487
state,Kano,cases,17,188518.323533733,47065.237471479864,67671.39186853623,123299.57609596218,265196.8137515237,512669.81596016785
state,Kano,hospitalizations,17,6358.761309564436,1718.3488070038602,2427.612153827092,4103.703977209545,8633.793232796917,16944.301968661766
state,Kano,deaths,17,436.4796385264958,136.90839928477524,208.92360025634358,329.8235919241666,486.5807477788194,1076.9416388823274
state,Kano,cases,18,356845.43662527204,86422.14450728713,117182.6326648758,222443.9431427577,507737.98850930424,935435.2291676148
state,Kano,hospitalizations,18,6212.648752165777,1335.788138724023,1972.3130141314489,4062.2697607363934,8649.040497923019,17606.44119523463
state,Kano,deaths,18,684.9801882650635,165.5083995809254,291.0796650228037,491.00600943352936,831.2517893236543,1793.0187774495002
state,Kano,cases,19,602244.1962421121,185984.6506095947,245938.74220329337,390078.61990251247,838966.4621623927,1536228.5180903296
state,Kano,hospitalizations,19,4517.780877725676,1220.7013891838576,1689.333108076789,3037.7352937707005,5973.675309793949,12053.816734668797
state,Kano,deaths,19,655.219176550694,203.07912211440487,313.82471231141574,494.90474500140584,816.8695260131694,1608.7732564893627
state,Kano,cases,20,331622.7389894681,89185.14733446855,122120.67275916153,202961.98547470715,456552.2253927433,913315.0081390651
state,Kano,hospitalizations,20,2658.6080097971885,919.0310522468114,1205.6809720851513,1783.6027577022046,3585.8388617668743,6514.488024016158
state,Kano,deaths,20,367.9334340694412,104.7273004513447,170.5383565496403,270.55382176842244,444.885062787676,937.8926662471393
state,Kano,cases,21,160553.9897692039,52014.331070963875,66518.66373986358,101851.89478299988,220506.47462614608,409358.92581163207
state,Kano,hospitalizations,21,854.2078570811309,219.02514512701882,310.24091846041847,551.9753282515516,1157.3753924824885,2317.757646151379
state,Kano,deaths,21,195.5224796807273,52.86592367801489,93.00412971551535,146.16546410717982,244.34025885714973,506.17326703773176
state,Kano,cases,22,56914.77115823099,16717.547086271814,22662.27798527322,36598.74227396854,77971.96547658273,151075.5961263624
state,Kano,hospitalizations,22,391.4476509950296,117.04208459136241,154.98446090934488,246.08275189209894,537.1564101488291,1063.3588269312397
