level,group,target,week,mean,p05,p25,p50,p75,p95
national,Nigeria,hospitalizations,28,23617.365678002796,6615.485309161984,9178.562197284324,15138.184991358321,31270.310439796864,61493.60966900668
national,Nigeria,deaths,28,2068.4592498177662,605.9346273133972,961.3492750117441,1572.4897753684972,2523.94634943759,5412.083558917805
national,Nigeria,cases,29,1704291.668432978,476076.88803419657,637404.9415878614,1082756.0232831484,2375129.579145613,4678407.322606878
national,Nigeria,hospitalizations,29,22867.689474486735,6137.092999779221,8561.771373169855,15214.29165455437,31424.28912962444,60982.04226844755
national,Nigeria,deaths,29,2262.5107804779527,666.2864439908582,1059.121591916239,1675.8305707433683,2727.9649708545835,5801.000170523614
national,Nigeria,cases,30,1530803.1494439598,469167.14934505156,611405.0412726675,967800.8768565156,2069186.7183783941,3979600.756687839
national,Nigeria,hospitalizations,30,19912.76096442349,5554.446483289794,7824.193871594802,13302.997509013581,27296.00453182507,52288.481846932584
national,Nigeria,deaths,30,2094.010621952633,602.2355463502286,971.3484288113173,1552.575879516389,2528.3055369218196,5304.56704410601
national,Nigeria,cases,31,1159548.1107737233,287161.2150957398,398028.5877122901,756427.7900749887,1594901.9757777648,3167040.7456978066
national,Nigeria,hospitalizations,31,15764.082303817624,3871.854670057345,5637.178813441582,10276.07054665139,21467.952108895868,42538.79369129884
national,Nigeria,deaths,31,1646.0800921899595,440.88854815753785,760.9196731417519,1253.5547685978586,2033.2104434387334,4187.601211464376
national,Nigeria,cases,32,853460.4850242878,262311.9603086994,338767.54627892957,536810.4744833234,1171767.5606288428,2222422.8181763315
national,Nigeria,hospitalizations,32,11054.247296540783,2949.0409318299276,4150.772851120143,7280.005085583565,14925.854578836215,29632.439359195243
national,Nigeria,deaths,32,1216.531065596438,315.12279367429255,547.067924234294,897.3248843689823,1421.2741324296903,3187.6277876330137
national,Nigeria,cases,33,583586.926339466,160631.1469919399,214621.5472274203,368326.93185731664,813529.2251439025,1556910.4876516953
national,Nigeria,hospitalizations,33,7652.977051876893,2269.282703324228,3063.7138614079204,5056.837121517119,10288.317733947864,20478.41852278796
national,Nigeria,deaths,33,820.9605977557019,205.67000005761952,364.37578288351654,607.6621787284666,1022.1829933387974,2130.161967194028
national,Nigeria,cases,34,418573.2590840589,107662.11091656967,147060.62054344534,266982.6257195067,579601.069519403,1150303.8548986935
national,Nigeria,hospitalizations,34,5697.579236821006,1544.8762935016955,2150.384158518377,3725.9860967183927,7754.298166642311,15140.19715264462
national,Nigeria,deaths,34,564.5911934495149,143.11540086579458,259.8885940252863,423.608758138585,691.3145288864445,1446.3819756064734
national,Nigeria,cases,35,322423.8452487562,79357.49978891293,110370.30055881033,211839.6156319158,461451.0106240814,848931.7404589142
national,Nigeria,hospitalizations,35,4575.17279580963,1134.6568011070747,1633.3188442632031,2994.5344350278447,6096.762248130019,12455.786527635204
national,Nigeria,deaths,35,445.0873303055966,108.65823360916038,194.24701126786618,325.5634073624767,524.1757283570138,1229.6708894906012
national,Nigeria,cases,36,280938.0359715482,71340.9366698788,99196.46987158227,177770.2545643168,394369.53823727125,764465.2975914243
national,Nigeria,hospitalizations,36,3885.6422875918524,1003.7201033816752,1434.1447763935996,2528.1044766849404,5294.3866190668505,10387.061064148733
national,Nigeria,deaths,36,366.68030098287824,87.74420797544803,156.66623528716835,267.35132185831196,449.95738566277674,999.2800762901833
national,Nigeria,cases,37,236743.5762225186,66100.88920368363,88803.16870925485,151636.23752756795,329901.17313592485,643554.4777366876
national,Nigeria,hospitalizations,37,3271.356361844641,879.6357351503616,1242.5466458036558,2158.5589265049125,4456.07421875133,8846.777352244006
national,Nigeria,deaths,37,310.94769045664816,69.28278788380577,128.02541847755055,225.86970360621513,383.67683495394965,835.2436044472752
national,Nigeria,cases,38,208625.61528876508,54771.41262468193,74922.76464243181,135824.4052369115,291367.9844118991,555590.7150000307
national,Nigeria,hospitalizations,38,2981.0170707755706,853.8521184200662,1167.0686680089711,1924.1983178714133,4054.2880189380885,7906.685940141854
national,Nigeria,deaths,38,282.4675984442127,67.18861082309807,119.1688118965532,200.95075915382006,336.0287981795608,760.1844331751824
national,Nigeria,cases,39,204226.6413847762,54223.972173710106,72876.99503450378,132382.55437437596,287225.98624095065,533216.0553048826
national,Nigeria,hospitalizations,39,2743.826548964736,769.8761267802188,1085.4529368962624,1827.3422476257656,3766.894710246082,7278.012865313551
national,Nigeria,deaths,39,269.0708751576812,59.94640491647734,108.90527305018583,195.0779360814207,337.71030677763275,716.1955059547006
national,Nigeria,cases,40,205617.56407259076,54582.15618732859,75320.49484372968,134946.3250213316,285600.2170561076,545934.8899279942
national,Nigeria,hospitalizations,40,2682.1627008459545,699.823690610624,1011.8773640172564,1802.4480485322415,3686.0156282276503,7209.389527656202
national,Nigeria,deaths,40,277.39993593314784,61.13798431575128,109.58287732402317,198.25355876792537,350.7905101654443,742.8398656440554
national,Nigeria,cases,41,201925.534928148,50634.06710638618,70234.28006288529,127109.76108626538,284950.86555492145,542465.1452318209
national,Nigeria,hospitalizations,41,2534.4086921892444,673.1927378803495,942.7443630434567,1654.8097518709988,3426.605837182437,6745.352108971753
national,Nigeria,deaths,41,257.4371856594703,51.24555679711831,98.09304335122009,186.33096064853328,318.8361119512635,723.0122968738029
national,Nigeria,cases,42,167244.47257185154,50035.72585268971,65793.69976921033,105477.14029979223,227681.97694463097,443525.98942442494
national,Nigeria,hospitalizations,42,2073.364061153744,586.086627510682,801.6779638424383,1366.0290962982708,2865.8692953115915,5455.26965659206
national,Nigeria,deaths,42,214.38740205025044,43.772920737746,81.28256714597178,153.8528237230119,263.3685138490641,606.2638835546005
national,Nigeria,cases,43,120977.9646465894,30643.27626965368,42479.55468398091,77502.27116697167,170173.8541190363,325590.76671229716
national,Nigeria,hospitalizations,43,1545.6846305277084,349.6804214545903,537.1200494028249,1013.7630313813611,2087.1539213028354,4157.7037736646325
national,Nigeria,deaths,43,166.18115449708804,38.10635479184686,58.37979637147521,112.3438608656692,201.0993351277462,481.6889652116264
national,Nigeria,cases,44,83922.93946816037,22332.119000372728,30583.144702373203,54585.763590542534,117757.05471457524,221293.02101678788
national,Nigeria,hospitalizations,44,1117.2597496347398,292.0659225200421,413.3735502934177,723.7959098665835,1546.6007622240234,2961.9922003655115
national,Nigeria,deaths,44,121.54032313852262,29.052492484827052,37.55195176585974,78.61765790694204,150.18537141287973,357.3777787611534
national,Nigeria,cases,45,59769.3364966141,15421.704711595516,21215.456066002094,38745.90733301054,83099.71256594149,159504.98174161304
national,Nigeria,hospitalizations,45,812.2228952161478,207.6322852427253,291.8378815865627,521.8291075952073,1134.2344159835943,2262.477955011754
national,Nigeria,deaths,45,89.69349332069403,23.91186055372797,26.874134542986226,55.17196299535831,109.87576839961244,284.17588482720436
national,Nigeria,cases,46,43412.518805274056,11446.700972625149,15770.862879387618,28246.009750092562,61765.868695736186,112142.95988450639
national,Nigeria,hospitalizations,46,606.225343487241,158.91926139989224,213.00496814768633,385.27541253860977,829.94375532712,1676.8704957530238
national,Nigeria,deaths,46,68.89295859937221,17.763494582592436,19.318340049722863,38.66903969015766,83.30751478141055,207.16029520658407
national,Nigeria,cases,47,33150.90029643339,8618.305370339462,11836.380872753425,21546.459084558708,46509.975166499826,87002.6363424547
national,Nigeria,hospitalizations,47,480.68219668678864,122.1552493201263,160.70456014515025,297.1963908591519,673.2811207487903,1332.8936390000795
national,Nigeria,deaths,47,54.767540812461284,14.353494762501871,14.42140031885338,27.491961266961447,65.01495387385289,178.0451607456012
national,Nigeria,cases,48,27381.100868088986,7317.6590286462015,9967.90436636135,17400.35655446567,38150.24853642699,72682.94911030894
national,Nigeria,hospitalizations,48,389.78679331211305,96.19285017262092,122.62637431216588,242.64644794705214,547.7339424472013,1094.7849476032152
national,Nigeria,deaths,48,43.555175307206,10.703464074697171,11.338514635626982,19.144020429355436,52.28646187716341,144.69072042371388
national,Nigeria,cases,49,22718.15035541992,5836.515976426296,8336.322115043038,14957.5322787254,32477.440664759277,59198.922039480116
national,Nigeria,hospitalizations,49,348.7169344433735,92.23421898209048,110.8586184457557,212.46455287834314,489.99690438872756,972.552798130336
national,Nigeria,deaths,49,38.057852451582654,8.13040922634915,8.199867269420526,13.714721714157672,44.48659923439478,145.06656398359686
national,Nigeria,cases,50,21836.215490308703,6729.580128085228,8774.840463697794,13571.072386988366,29513.26633567446,57610.33821659549
national,Nigeria,hospitalizations,50,312.9618053846936,73.84087237942133,93.58149946144877,197.24496573913015,437.71391565473454,892.2905058118209
national,Nigeria,deaths,50,35.991511756959056,7.161919397422731,7.161919397422731,11.755385384130317,41.00272703190393,132.6940932372442
national,Nigeria,cases,51,19691.034364334977,5248.72749128804,7160.120272835966,12870.784362063676,27533.150863572675,52603.80267805631
national,Nigeria,hospitalizations,51,310.4854957047339,87.77920002275313,103.66238776173124,191.13378576878358,416.2939425357446,874.0767974942131
national,Nigeria,deaths,51,35.840440958789415,7.350041439776791,7.350041439776791,11.94311990310691,42.25121044252283,132.94248880284266
national,Nigeria,cases,52,19756.402025688494,5269.519366763643,7203.911961514799,12617.467170248845,27906.290759712778,52711.88662450813
national,Nigeria,hospitalizations,52,307.08458330106106,68.68379439459835,85.53746425400749,189.15690173933265,431.3595303385596,860.3093818014179
national,Nigeria,deaths,52,33.584312719599644,7.009275865198031,7.018169908493573,11.033698015489758,39.290689295433026,125.78204617003335
region,North,cases,1,37169.624783334315,10733.628038314811,14178.082170037844,23879.493574934415,51556.33147092773,98134.18683487338
region,North,hospitalizations,1,578.560358122982,157.18341054699934,215.45983263630222,368.1259619658739,774.9739559701653,1597.6828483187887
region,North,deaths,1,54.917869485158796,13.179577785016166,17.001968495823466,36.02248354893203,68.98677563497726,164.87923016000576
region,North,cases,2,40630.16606329039,11529.24780245556,15226.22185041861,26135.35775997929,55711.752125306375,109532.52308891677
region,North,hospitalizations,2,604.7891830665889,155.43237490332348,217.04163029916114,385.76437042938545,823.4713386730758,1674.5288794790367
region,North,deaths,2,57.658583306846,13.978770824559104,19.636805717724453,36.94438987816311,71.04420365598074,171.91346082148843
region,North,cases,3,31800.07666513297,8932.07607266035,11819.582898412442,20271.427998508323,44060.60343514724,81651.44466782533
region,North,hospitalizations,3,438.51149917583274,105.2861812058847,147.8861021785161,283.5571207995562,608.1579925480526,1212.4540340125682
region,North,deaths,3,57.66180984462789,14.602541513068795,19.612250786067968,35.67936600614465,70.71468363263841,176.7702021801828
region,North,cases,4,27191.84734598232,7902.744423819035,10398.824741082983,17275.591542458424,38082.88083719705,71684.6985596626
region,North,hospitalizations,4,345.73656175903307,83.80016515573307,116.71803714762373,219.55015009945666,466.317626952423,944.1995116994083
region,North,deaths,4,45.939115684552426,11.889760914949564,13.474295206785367,28.288537317657045,58.965994166444986,130.79546934180743
region,North,cases,5,24790.360433758935,5845.670083695826,8384.502281940882,16209.767972323005,35010.08825169986,66806.01950098189
region,North,hospitalizations,5,345.6375695886841,90.06122858504898,117.80885079277135,218.09213350699287,480.3890395683218,950.2624152267165
region,North,deaths,5,40.8180174441259,10.954260854874784,12.219574730998993,24.450223479699297,49.57039902773043,123.2646743831056
region,North,cases,6,24424.379499132247,6224.638248784283,8572.848691775504,15856.45208285253,34175.803025654954,64892.800136702754
region,North,hospitalizations,6,368.2634269193447,96.51631029517297,133.89618129731699,235.1197887493791,487.80263344946735,999.1613506722856
region,North,deaths,6,40.67667433530944,11.387942606584305,12.047992203311393,23.717108902354347,50.18683690884202,126.48732367919399
region,North,cases,7,27873.270907235175,7294.064713786656,10011.79237524241,18199.35236940365,39564.250099621924,73360.40697380588
region,North,hospitalizations,7,385.49589233788726,91.86388518191339,133.03430274938435,250.7027678315104,524.8714999382511,1062.69132553999
region,North,deaths,7,46.16248806518228,13.389705017742624,13.965546788924895,27.667727574744095,56.03050696306648,144.37079009276837
region,North,cases,8,34411.304535153904,9842.197741587244,12962.786413884336,21767.380623374658,47518.352718378024,94359.22334751667
region,North,hospitalizations,8,479.343806388788,112.95103471836093,164.3697841013162,315.0004276864376,664.9925442444767,1277.356746816136
region,North,deaths,8,53.8968798272937,15.052614717791585,17.410690000643516,34.24071787188424,64.67574359872982,151.09117061889057
region,North,cases,9,43548.67266614151,12286.585980566968,16445.885307581695,27994.420643380414,59695.95600865368,116449.72629275313
region,North,hospitalizations,9,597.0255344371923,149.31791699012373,215.63881947055899,386.0412552536777,797.9583511424736,1658.1291414217985
region,North,deaths,9,67.63988705996357,17.493025035157103,22.31405222750936,45.05323582896982,83.98632111202949,186.6286131469795
region,North,cases,10,62487.98639911929,15437.80650159961,21678.204099140043,40500.32195039701,86824.40026483641,168586.41462727185
region,North,hospitalizations,10,881.9514633633369,227.34347260407873,322.23986942893873,564.9736418112043,1196.296963739403,2382.5281545050843
region,North,deaths,10,83.897030941125,21.461013144541823,31.085835043125833,58.18812374597995,104.24319526524859,224.13840536167697
region,North,cases,11,93235.40826524762,23601.100174510262,33233.82562557216,62067.79959049706,131298.34825947063,249688.13212891546
region,North,hospitalizations,11,1246.7916236739807,368.86707581360406,496.44704550932863,818.5635618951642,1710.76799107851,3270.713110437448
region,North,deaths,11,129.1389794426934,28.23810676537206,50.21463863042034,94.51548394302522,163.65752369747167,345.0677603991127
region,North,cases,12,172126.4806835004,47534.86569463435,63973.10718820433,110392.28472494918,238390.8162644144,446394.16975166305
region,North,hospitalizations,12,2399.2032200694566,691.9254807324209,942.2802459518964,1561.6844522966444,3210.0534865822947,6482.333249516615
region,North,deaths,12,215.77004194326108,50.90253931501904,94.05644603339236,157.2947458473112,265.3710292916679,537.9393323843242
region,North,cases,13,366404.6030449171,84069.01948132573,122945.93314708417,236184.09550523944,515741.6015950288,1009858.0782285923
region,North,hospitalizations,13,4468.580417463178,1246.8720244415074,1698.4105975256045,2905.4223466476856,6192.691208685948,11934.913274149158
region,North,deaths,13,544.8537962578666,145.8760407305643,245.48964928813933,402.85792993594964,639.9956695036625,1449.613360271093
region,North,cases,14,835816.8205882693,242090.0363243093,322719.5286046583,520251.8678719476,1175249.7279226133,2209720.30033338
region,North,hospitalizations,14,10159.477923096041,2521.7124259914845,3702.734236032064,6685.715540777472,14029.418753176993,27947.67374013987
region,North,deaths,14,991.2174688683734,269.19884851339776,464.1182757011979,737.824849696358,1210.5552835267013,2627.4426353977383
region,North,cases,15,1347790.0102391562,356788.7204476082,493830.7937386782,877772.8178402509,1853845.7030556977,3583519.5365712275
region,North,hospitalizations,15,16019.510689257415,4394.107443707017,6105.284261768619,10577.555376139017,21657.918964358265,43246.18972153713
region,North,deaths,15,1735.374121542609,469.2111597675465,806.1390664883925,1293.7033536952931,2086.3708170491573,4528.174822912055
region,North,cases,16,2473708.274255409,615953.9313850184,861955.2424113688,1579284.1466416186,3433084.3831465375,6679057.869138941
region,North,hospitalizations,16,30055.35560565575,8239.921589631756,11516.489189458904,19896.444413353725,41854.96518296171,78530.79360991463
region,North,deaths,16,3047.488388434719,866.1140887638456,1408.311880140614,2267.988224969027,3629.329617387072,7585.428860102409
region,North,cases,17,3351847.971843431,833023.0429101429,1151515.816469431,2122827.696704428,4702908.57304346,8852682.796448879
region,North,hospitalizations,17,43867.99117270415,12863.491642186613,17294.210155983714,28924.690792389076,60545.51023413983,115518.89132046283
region,North,deaths,17,3719.0938010551254,1062.458250007859,1722.3446508821023,2811.4011015803308,4468.804609619503,9561.014859181414
region,North,cases,18,3510350.92427105,959315.21318622,1314221.0568534366,2250234.561687923,4926779.593626536,9133221.502475047
region,North,hospitalizations,18,46337.5675070722,13197.558820296075,18339.601226275063,30451.507672004147,63816.804342148505,117054.36117860224
region,North,deaths,18,4636.552970014509,1309.837933977671,2136.1692007307124,3493.7225509867085,5494.03793437729,12161.854974506428
region,North,cases,19,3093055.529299151,921449.3125663481,1193846.5854054415,1983871.227177073,4136761.3749617566,8381530.783497834
region,North,hospitalizations,19,39850.726544142795,10576.710160071374,14926.476816598279,26367.175569830993,54891.341154002104,107685.91008245846
region,North,deaths,19,4259.823812782567,1101.2552721714749,1924.5270680658195,3143.968452811683,5117.594363606367,11260.043296935
region,North,cases,20,2025804.5621604538,528644.1856990748,724828.3296673079,1313605.1748988444,2802717.135977472,5407345.115506345
region,North,hospitalizations,20,24732.303550305835,7292.516118418342,9939.255117141623,16264.365644525886,32792.33164124185,66102.04827083484
region,North,deaths,20,3108.182197432443,834.3298503148858,1441.2001058672504,2329.164462573467,3741.8262349454553,8024.991603583048
region,North,cases,21,1003675.5034137325,275991.230544325,373550.735875399,648835.7223034581,1382827.7519996585,2781832.3663424244
region,North,hospitalizations,21,7983.779952680051,2173.5841931486766,3040.2367912983964,5287.484571284749,10876.528187299113,21444.948806945424
region,North,deaths,21,1809.3432111066159,506.95645042055577,857.8300081111548,1369.157472841403,2173.862834843049,4719.694378526711
region,North,cases,22,354341.49198781286,101108.46117222022,133793.26074570048,227248.24177268354,494603.11172858556,922510.0619495357
region,North,hospitalizations,22,2701.053893662603,691.9971568542638,994.1647711159019,1756.9945525357402,3743.3307327465027,7248.687643482801
region,North,deaths,22,758.9211992323895,217.54920542395843,359.1409261912777,572.779883091263,917.866860837744,1882.5672442068862
region,North,cases,23,188461.6027414654,51147.09409313933,69171.8908292144,122909.24911883519,255380.4097302876,513655.25018141046
region,North,hospitalizations,23,2155.6699356287977,572.8203322566047,805.8530868304432,1402.2221169715463,2920.344718780266,5831.07898961038
